sentence,label
a cci score of 1 was assigned to 51 15 2% patients,0
the adaptor protein growth factor receptor bound protein 2 grb 2  can directly bind tyrosine phosphorylated sites on the egrf via its sh2 domain which promotes plasma membrane recruitment of gab 1 and binding of proline rich motifs on gab 1 to sh3 domains on grb 2 37,0
here we used the gene signatures employing the support vector machines algorithm linear kernel  to identify tumors with brca1 like and brca2 like phenotype within basal like and lumb non brca1 2 tumors respectively,0
eight studies on colorectal cancer 10 26 27 31 38 41 and three studies on stomach cancer 27 42 43 reported cancer risk by sex,0
resection of the contractured bladder neck a  at the end the urethral sphincter continued to look functional b,0
secondly they might represent a failure of the ihc assay because of poor preservation of antigen insufficient material or another technical error,0
for the rest however pdgf bb or vegf c alone was not linked to any other clinical feature including lmvd,0
for internal validation e g  to assess the accuracy of the methylation levels determined by the 450k beadchip analysis pyrosequencing assays were developed that encompassed ten differentially methylated cpg loci interrogated on the 450k bead chip,0
performed the experiments sf yw dw ml wc,0
cell culture normal human bronchial epithelial hbe cells and a549 h1299 h460 and h157 cell lines were obtained from the american type culture collection manassas va usa,0
in particular administration of chemotherapy at the maximum tolerated dose can lead to cep recruitment which home to the viable tumor rim that characteristically remains after such therapy 10,0
cl1 1 cl1 5 or a549 cells were left untreated or were incubated for 54 h with 100 or 250 m sulindac left panel or sulindac sulfone center panel or for 12 h with 100 or 250 m sulindac sulfide right panel  then cell survival was measured by the mtt assay and expressed as percentage survival compared to the untreated cells,0
recently two lncrnas pcgem1 and prncr1 have been suggested in prostate cancer to act as mediators of castration resistance disease by binding in a direct and sequential fashion to the androgen receptor ar  causing ligand independent activation of its gene expression programs 1,0
the linear quadratic model is inappropriate to model high dose per fraction effects in radiosurgery med phys 36 2009 3381 3384 19746770 31 nahum a e,0
thus the mechanisms by which cancer cells might regulate their resistance to enhanced copper levels within the tumour microenvironment are of great importance to disease development,0
this work was supported by the seed funding programme for basic research university of hong kong project 201111159212 to jr and the national natural science foundation of china specialized research fund for the doctoral program of higher education on 2011 project 20106101110001 to xz,0
residual pcl scaffold fibers could only be observed in the form of voids left in the tissue,0
samples therefore accuracy is not a good criteria to measure classification performance of an algorithm in the testing datasets,0
osuccg is supported by the ohio state university comprehensive cancer center,0
thus the tt genotype tended to be associated with an increased breast cancer risk in this age group although these differences were not significant table 3,0
the utility weight for patients under as and the probability of developing metastases under as have the highest impact on model results,0
the nsclc risk associated with cr1 tag snps was estimated as odds ratios or and 95% confidence intervals ci computed by logistic regression model adjusted for age gender and smoking status where it was appropriate,0
in contrast in ribo zero seq and dsn seq there was a more continuous coverage of both exons and introns although the coverage of intergenic regions was more similar to what was seen with mrna seq,0
this is lower than the results found in previous studies where the success rate of methylene blue injection was 96% 100% 18 20,0
for this purpose we used hc11 mammary epithelial cells that react strongly to the overexpression of mkl1 with induction of tenascin c expression 13,0
finally discussion and conclusion are presented at the end,0
shear wave elastography image acquisition is performed by generating shear wave using a sonographic push pulse,0
the her2 status was considered positive if the local institution reported grade 3 staining intensity on a scale of 03 by immunohistochemical analysis or grade 2 staining intensity with gene amplification on fluorescence or chromogenic in situ hybridization,0
third the assessment of the clinical relevance of the molecular information generated by such an initiative is another challenge,0
some of them are now being tested at a clinical level in tandem with standard chemotherapeutic or targeted agents in cancer patients,0
tumor infiltrating lymphocytes tils  particularly cd8 t cells have been shown to have strong positive prognostic relevance in multiple other solid tumors 15 17,0
a comparison of all algorithms on unweighted graphs with 1000 nodes and 10 modules for noise level p  0 15 is shown in figure 1c,0
26  35 at the present time anticancer therapy is currently monitored in the context of hormone sensitive cancers by regular assay of tumor markers such as prostate specific antigen in prostate cancer,0
az cancers were more common in patients with known prostate cancer group 234 7% than in patients with previous negative prostate biopsies group 121 8% but this finding was not statistically significant p  0 1492,0
crisp3 mrna expression was related to biochemical recurrence in the mskcc p  0 038 and lethal disease in the swedish cohort p  0 0086 and retained its prognostic value in the subgroup of patients with gs 6  7,0
importantly we found ki67 levels to be independent of pik3ca mutation status or other alterations in the pathway suggesting that selecting cohorts of patients based on pathway activation would not necessarily identify low risk patients with non proliferative cancers,0
by contrast the bispecific tab6 induces less her3 degradation than either ab6 or ab6tet and yet is more effective in reducing cell signaling and proliferation,0
furthermore in vitro model systems were used to study the functional role of lsr in breast cancer cell behavior,0
all women who undergo mammography screening using digital equipment during the study period at the study centres will be included,0
cell populations in parental mcf7 and t47d cells as well as different variants treated with or without e2,0
many of the performance characteristics normally associated with bioanalytical methods are not relevant to ihc for example accuracy 26 27,0
panel shows the correlation plots for each of the 10 assays with the pearson s correlation indicated for each,0
in case of cancer cell invasion blocking such targets might lead to the confinement of the primary tumour to its original site reducing cancer to a local and more curable problem,0
several mechanisms were proposed to explain the role of ar in this transition to therapy resistance,0
lncap and du145 prostate cancer cells are resistant to trail induced apoptosis and trail was less active against them compares with pc 3 prostate cancer cells 29  30,0
after reaching 90% confluency hc11 strains were starved for 48 h before conditioned medium was collected concentrated and analyzed by zymography as described 86,0
interestingly it has been shown that cells vary in their susceptibility to heat in accordance to their phase in the cell cycle with the highest heat sensitivity observed during mitosis due to damage to the mitotic apparatus leading to inefficient mitosis and polyploidy,0
both during routine and expert reading addition of breast mri allowed better discrimination between benign and malignant disease with auc s increasing from 0 76 to 0 81 with routine mri reading and from 0 76 to 0 87 for expert reading,0
photographs show a the extensive staining score 1  b localized dispersion of staining score 2  and c minimal dispersion of staining score 3,0
to be considered as differentially expressed between hc11 fl and hc11 mutb1 or hc11 sap cells genes had to pass the filters adjusted p value,0
all the patients participated in the study were diagnosed as non small cell lung cancers histologically,0
at multivariate analysis only gs and pathologic stage were independent predictors of br,0
the routine use of vats for the treatment of respectable metastatic lung cancer remains controversial,0
lung tumor size malignancy and associated morbidity were significantly increased in arf,0
this suggested complement just like a double edged sword plays a dual role in carcinogenesis,0
the statistical power was insensitive to the choice of f in the range of 0 01 0 1 62,0
although additional studies are required to confirm some associations sufficient information is available for some risk factors to be used in risk counseling or lifestyle modification to minimize cancer risk in brca1 2 mutation carriers,0
the analysis was performed by using cut off values obtained by maximal chi squared methods,0
in patients with invasive lobular carcinoma patients with a discrepancy in lesion size of more than 1 cm between mammography and ultrasound and patients eligible for partial breast irradiation in whom the clinical benefit of preoperative breast mri is more clear 8,0
in these cells the early effect on dnmt3 depletion and gene methylation was evident within 72 hours of treatment 19,0
the response rate for patients was 94%,0
excellent staining was achieved in 17 subjects 81% with mlm and 8 38% with methylene blue p 0 011,0
however the mechanisms by which glutamic acid decarboxylase allows organisms to survive acidic stress remains unclear,0
seven days later the spheres were dissociated and the number of viable cells was evaluated,0
sensitivity analysis performed by omitting one study at a time identified the main source of heterogeneity as the study by inoue et al,0
data represents the mean s d  of 2 independent experiments performed in triplicate,0
after removing nocodazole more mirzip 182 than mirzip cells remained in g2 m phase providing further evidence that mir 182 positively regulates cell cycle progression figure 3b,0
we therefore set out to investigate the intracellular localisation of pde4d7 in vcap cells,0
data are expressed in fold ar basal activity which was set to 1,0
reported that black tea consumption was positively associated with the risk of er pr  breast cancer suggesting a possible carcinogenic role involving sex hormones 61,0
n engl j med361 94795719692680 9 zhouc wuyl cheng fengj liuxq et al 2011 erlotinib versus chemotherapy as first line treatment for patients with advanced egfr mutation positive non small cell lung cancer optimal ctong 0802  a multicentre open label randomised phase 3 study,0
source data are available for this figure,0
c ablation of p120ctn isoform 1a enhanced the invasiveness of h460 cells  p 0 01,0
pax6 expression in lung cancer tissue was higher than that in each matched adjacent normal tissue in all but three cases figure 6b,0
no significant differences in survival were observed between spring and winter hr 1 035 95% ci 1 028 to 1 042 p 0 15 or fall and winter hr 1 004 95% ci 0 997 to 1 011 p 0 87 for prostate cancer diagnoses,0
although anthracycline based anticancer chemotherapies failed in t cell deficient mice they successfully reduced the growth of cancers developing in mice lacking b lymphocytes due to the injection of a b cell depleting anti cd20 antibody  immunoglobulins igs or ig receptors fc receptor due to genetic manipulations,0
if you choose not to take part in this survey it will not affect the care you receive from the nhs in any way,0
the use of chemotherapy correlated inversely with age at diagnosis p  0 001 mannwhitney,0
e scfvmtbhsp70 enhanced tumor cell immunogenicity in vivo,0
gapdh 10  slug and snail 17,0
a total of 124 snap frozen transrectal ultrasound trus  guided biopsies were acquired from 47 men with untreated prostate cancer and from 39 men with a rising psa and recurrent prostate cancer following radiation therapy,0
with regard to ct attenuation the highest odds ratio 12 4 was obtained at a cutoff value of 680 hu and the sensitivity and specificity were 95 8% and 35 1% respectively with an auc of 0 77 figure 2,0
the group of patients who were given the full explanation had a 7 2% higher quit rate than the control group 14,0
casc1 which is frequently co amplified with kras in lung tumors is essential for microtubule polymerization and satisfaction of the spindle assembly checkpoint,0
in our study the treatment groups will consist of 14 people of whom about 7 will be patients,0
the assay is currently only available in centralized laboratories and is much more expensive than ihc,0
this accounts for the highly lethal effects of carbon ions even on radioresistant with respect to x rays tumors,0
previous groups have shown ar induced de novo lipogenesis which is enhanced during the emergence of androgen independence to contribute to the survival growth of crpc cells swinnen et al 1997 ettinger et al 2004,0
importantly and of direct relevance to therapy the bispecific antibody is a more potent inhibitor of signaling and growth than either her2 or her3 specific antibodies alone or a mixture of antibodies of both specificities,0
next we generated gene lists by randomly selecting genes from the gene universe,0
effective treatment which can sensitize the radioresistant nsclc to radiotherapy is always being sought,0
10 internet http  globocan iarc fr rosa mendoza es moreno e caguioa pb predictors of early distant metastasis in women with breast cancer j cancer res clin oncol 2013 139 4 645 652 10 1007 s00432 012 1367 z 23283528 dittmar y altendorf hofmann a schule s ardelt m dirsch o runnebaum ib settmacher u liver resection in selected patients with metastatic breast cancer a single centre analysis and review of literature j cancer res clin oncol 2013 139 8 1317 1325 10 1007 s00432 013 1440 2 23644674 selzner m morse ma vredenburgh jj meyers wc clavien pa liver metastases from breast cancer long term survival after curative resection surgery 2000 127 4 383 389 10 1067 msy 2000 103883 10776428 ross js slodkowska ea symmans wf pusztai l ravdin pm hortobagyi gn the her 2 receptor and breast cancer ten years of targeted anti her 2 therapy and personalized medicine oncologist 2009 14 4 320 368 10 1634 theoncologist 2008 0230 19346299 gianni l dafni u gelber rd azambuja e muehlbauer s goldhirsch a untch m smith i baselga j jackisch c cameron d mano m pedrini jl veronesi a mendiola c pluzanska a semiglazov v vrdoljak e eckart mj shen z skiadopoulos g procter m pritchard ki piccart gebhart mj bell r herceptin adjuvant hera trial study team treatment with trastuzumab for 1 year after adjuvant chemotherapy in patients with her2 positive early breast cancer a 4 year follow up of a randomised controlled trial lancet oncol 2011 12 3 236 244 10 1016 s1470 2045 11 70033 x 21354370 romond eh perez ea bryant j suman vj geyer ce jr davidson ne tan chiu e martino s paik s kaufman pa swain sm pisansky tm fehrenbacher l kutteh la vogel vg visscher dw yothers g jenkins rb brown am dakhil sr mamounas ep lingle wl klein pm ingle jn wolmark n trastuzumab plus adjuvant chemotherapy for operable her2 positive breast cancer new england j med 2005 353 16 1673 1684 10 1056 nejmoa052122 16236738 capelan m pugliano l de azambuja e bozovic i saini ks sotiriou c loi s piccart gebhart mj pertuzumab new hope for patients with her2 positive breast cancer ann oncol 2013 24 2 273 282 10 1093 annonc mds328 22910839 baselga j cortes j kim sb im sa hegg r im yh roman l pedrini jl pienkowski t knott a clark e benyunes mc ross g swain sm cleopatra study group pertuzumab plus trastuzumab plus docetaxel for metastatic breast cancer new england j med 2012 366 2 109 119 10 1056 nejmoa1113216 22149875 zardavas d bozovic spasojevic i de azambuja e dual human epidermal growth factor receptor 2 blockade another step forward in treating patients with human epidermal growth factor receptor 2 positive breast cancer curr opin oncol 2012 24 6 612 622 10 1097 cco 0b013e328358a29a 23014186 scheuer w friess t burtscher h bossenmaier b endl j hasmann m strongly enhanced antitumor activity of trastuzumab and pertuzumab combination treatment on her2 positive human xenograft tumor models cancer res 2009 69 24 9330 9336 10 1158 0008 5472 can 08 4597 19934333 baselga j gelmon ka verma s wardley a conte p miles d bianchi g cortes j mcnally va ross ga fumoleau p gianni l phase ii trial of pertuzumab and trastuzumab in patients with human epidermal growth factor receptor 2 positive metastatic breast cancer that progressed during prior trastuzumab therapy j clin oncol 2010 28 7 1138 1144 10 1200 jco 2009 24 2024 20124182 gianni l pienkowski t im yh roman l tseng lm liu mc lluch a staroslawska e de la haba rodriguez j im sa pedrini jl poirier b morandi p semiglazov v srimuninnimit v bianchi g szado t ratnayake j ross g valagussa p efficacy and safety of neoadjuvant pertuzumab and trastuzumab in women with locally advanced inflammatory or early her2 positive breast cancer neosphere  a randomised multicentre open label phase 2 trial lancet oncol 2012 13 1 25 32 10 1016 s1470 2045 11 70336 9 22153890 elias d lasser p spielmann m may levin f el malt o thomas h mouriesse h surgical and chemotherapeutic treatment of hepatic metastases from carcinoma of the breast surg gynecol obstet 1991 172 6 461 464 2035135 elias d lasser ph montrucolli d bonvallot s spielmann m hepatectomy for liver metastases from breast cancer eur j surg oncol 1995 21 5 510 513 10 1016 s0748 7983 95 96972 1 7589595 foster jh survival after liver resection for secondary tumors am j surg 1978 135 3 389 394 10 1016 0002 9610 78 90072 7 626320 polistina f costantin g febbraro a robusto e ambrosino g aggressive treatment for hepatic metastases from breast cancer results from a single center world j surg 2013 37 6 1322 1332 10 1007 s00268 013 1986 9 23474856 0374236 2771 cancer cancer cancer 0008 543x 1097 0142 24891236 4116329 10 1002 cncr 28738 nihms602738 article treatment related amenorrhea and sexual functioning in young breast cancer survivors rosenberg shoshana m scd mph 1 2 tamimi rulla m scd 1 3 gelber shari ms msw 2 ruddy kathryn j md mph 2 3 bober sharon l phd 2 3 kereakoglow sandra ba 2 borges virginia f md 4 come steven e md 3 5 schapira lidia md 3 6 partridge ann h md mph 2 3 1harvard school of public health boston ma 2dana farber cancer institute boston ma 3harvard medical school boston ma 4university of colorado denver denver colorado 5beth israel deaconess medical center boston ma 6massachusetts general hospital boston ma corresponding author dr ann h partridge dana farber cancer institute 450 brookline ave boston ma 02215 usa ahpartridge partners org 18 6 2014 28 5 2014 1 8 2014 01 8 2015 120 15 2264 2271 background sexual dysfunction is a known complication of adjuvant therapy for breast cancer and an important determinant of quality of life however few studies have explored how treatment and other factors affect sexual functioning in young breast cancer survivors,0
there were 2 8 fold more cd8 and 2 5 fold more nk cells when compared to mice vaccinated with ts a  ad null fig,0
mol cell12 1309131514636587 14 kresslerd rojom linderp cruzj 1999 spb1p is a putative methyltransferase required for 60s ribosomal subunit biogenesis in saccharomyces cerevisiae,0
results patient characteristics at baseline over 15 months 236 patients were preselected 196 patients fulfilled selection criteria and 184 patients were finally considered evaluable for this study,0
after sacrifice of the mice htebcs and organs were dissected and imaged ex vivo fig,0
the model with t2 weighted and first order texture descriptors t2tex had the highest accuracy with an auc roc significantly better than the t2 and t2dce models by highlighting relationship between pixels,0
to confirm these results in vivo we xenotransplanted untreated or in vitro treated pc3 cells to the chorioallantois membrane cam of fertilized chicken eggs nine days later the self renewal capacity was evaluated by determining of the ability to form tumors in vivo a feature attributed to cscs fig,0
click here for file acknowledgments the authors acknowledge ingrid hedenfalk and colleagues for making their microarray dataset publically available,0
in this study we set out to determine if the expression levels of pde4 isoform variants are altered during the as to ai transition and if this has consequences for cellular proliferation,0
c the rejection rate is an estimate of the power of the selection criteria for identifying non linearity and constant lag structures,0
generation were also observed in the case of the tyrosine mutant constructs fig,0
interestingly the same set of transcriptional factors promotes the oncogenic transformation of er negative mammary epithelial cells mcf 10a 39 indicating the cells having oncogenic transformation could be irrelevant to their er status,0
these data provide a rationale for the use of metformin in the treatment of hormone nave and castration resistant prostate cancer and suggest ar is an important indirect target of metformin,0
p 0 001,0
these results strongly suggest that p120ctn most likely regulates the emt of tumor cells by affecting e cadherin expression and that p120ctn isoforms 1a and 3a play different roles in emt expressing e cadherin in different subcellular locations,0
after heat induced epitope retrieval the slides with tissue sections were allowed for 30 minutes to cool at room temperature,0
this stresses the importance of integrating psychosocial care for lung cancer patients and their partners early in the treatment rather than instigating it once life prolonging therapies fail,0
twenty l of aqueous extracts of saffron spice 500 mg l and cct aqueous solutions 252 mg l was filtered through a 0 45,0
comparing the two materials the number of specimen having neutrophil infiltration vasculitis necrosis hemorrhage and foam cell in alveolus was similar in each extent,0
tumors with a score of 3 by ihc or gene amplification by fluorescence or chromogenic in situ hybridization fish or cish  were considered as her2 positive,0
the investigators found that 12 17 patients 70 6% with response or stable disease had cytoplasmic ar localization while 13 18 72% of progressors had nuclear ar localization p  0 02 34 estramustine estramsutine was initially approved for men with crpc in 1984,0
clinically copd is defined by the presence of poorly reversible airflow obstruction although this definition simplifies the complex causes and manifestations of the disease 7,0
supplementary information accompanies this paper on the oncogene website http  www nature com onc the authors declare no conflict of interest,0
coded text will be tabulated by theme and dap to compare and interpret results,0
survival analysis was also in agreement for both data sets for myh10 expression and nexn expression,0
mid1 knockdown in lncap and lncap abl cells or 4 in lncap cells resulted in a reduction of ar protein levels b and the inhibition of cell growth c,0
of the total 32 specimens 17 were excisions and 15 were computed tomography guided biopsies or cytological specimens,0
thus menopausal status could be another effect modifier for breast cancer and further studies are needed to discuss the confounding effect of this factor for breast cancer 33,0
the tournament of healing a competition appeared to be the most successful,0
the efficacy of this approach has been compared with that of recruiting her3 into kinase inactivated her2 her3 heterodimers,0
the alignment profile was determined by picard tools v1 64  http  picard sourceforge net,0
model 8 instead predicts no excess in lung cancer in the last scenario given at least 30 years passed from the last exposure to radon a lag period for which the lagresponse curve in figure 2 bottom left panel displays a null risk,0
because of this correct classification of lung cancer cases is necessary to assure that patients receive optimum management 24,0
cells were re suspended in adefluor assay buffer 2105 ml and incubated with adefluor substrate for 45minutes at 37c to allow substrate conversion,0
the ci results suggested that azd6244 and bez235 worked synergistically to produce an anti proliferative effect in nci h1993 nci h1975 and nci h460 cell lines figures 2a c,0
unfortunately the median overall survival rate of crpc is 23 to 37 months from the time of initiation of adt 4,0
immunohistochemistry for erg see below was previously performed on sections representing all index and multifocal tumor foci from each case,0
shrna lentivirus production we purchased scramble sp1 and foxo3 shrna from national rnai core facility in academia sinica of taiwan taipei taiwan and mirzip and mirzip 182 from sbi system biosciences ca,0
for an illustration let us consider a simple artificial example gene set s contains five genes with the first three genes strongly up regulated in the first data set the last two genes non differentially expressed and the last three genes strongly up regulated in the second data set the first two genes non differentially expressed,0
triple negative tumors showed in the pooled model the most rapid rate of tissue progression and this finding was interpreted as a sign of an unrecognized tumor progression mechanism independent of steroid receptors or her2 expression,0
mitogen induced ras signaling promotes transcription of the cyclin d1 gene and it depends on the mapk signal pathway 31,0
to confirm the differential regulation of alternative isoforms by rrp1b qrt pcr expression analysis was performed with mvt 1 control and rrp1b knockdown samples,0
published by elsevier inc all rights reserved,0
on the other hand proteins such as albumin and transferrin demonstrate decreases during the response and are called as negative acute phase reactants,0
an exception is operation 30 000 that did not appear to be effective,0
this can partially explain some inconsistency between different brazilian studies in addition to the different screening methods and inclusion criteria for selecting patients,0
since then several studies describing opposing biological effects for mkl1 appeared,0
these findings suggest that some prostatic inflammation might be caused by this indigenous bacterium,0
conclusions in this study we evaluated therapy directed against mek and pi3k mtor in distinct gefitinib resistant nsclc xenograft models,0
replication was performed in smokers from the pittsburgh lung screening study pluss,0
antigen recovery as presented for 25 minutes at 100c in tris edta ph9 buffer solution into a microwave oven,0
had more tumor infiltrating cd8 and nk cells per gram of tumor than tumors from mice vaccinated with cells transduced with ad null,0
despite no significant change in gad1 expression or activity following glutamine deprivation we identified decreased glutamate and gaba correlating with increased glul activity as a potential mechanism to increase cellular stores of glutamine,0
promoter reporter assays the tenascin c promoter used in this study was described as tnc 247 bp 13,0
epigenetic re activation of target genes using histone deacetylase hdac inhibitors has been proposed in er,0
as constant decay and peak see figure s7 in the supporting information,0
incorporation of 14c acetate into lipids following treatment with mt 6378 mt,0
the plasmid ptor2 scfv that encodes an scfv fragment specific to msln and the recombinant p4 scfv protein 13  generated and purified from yeast were generous gifts from dr nathalie scholler penn ovarian cancer research center university of pennsylvania,0
in all 27 pairs of cut points for pr and pd were considered pr 10% to 50% decrease by 5% increments and pd 10% to 20% increase by 5% increments  for which 30% and 20% correspond to the recist categorization,0
nodule fluorescence was independent of size metabolic activity histology tumor grade and vascularity,0
mcf7 cells served as a positive control as they are known to exhibit high levels of transepithelial electrical resistance ter  22 24,0
br j nurs 2003 12 12 744 750 12829957 parkes g greenhalgh t griffin m dent r effect on smoking quit rate of telling patients their lung age the step2quit randomised control trial bmj 2008 336 598 600 10 1136 bmj 39503 582396 25 18326503 hopkins rj young rp hay b gamble gd lung cancer risk testing enhances nrt uptake and quit rates in randomly recruited smokers offered a gene based risk test am j respir crit care med 2012 185 a2590 hopkins rj young rp hay b gamble gd gene based lung cancer risk score triggers smoking cessation in randomly recruited smokers am j respir crit care med 2011 183 a5441 west r shiffman s mclean d fast facts smoking cessation fast facts series  paperback 2007 london health press young rp hopkins rj smith m hogarth dk smoking cessation the potential role of risk assessment tools as motivational triggers review postgrad med j 2010 86 1011 26 33 10 1136 pgmj 2009 084947 20065338 cabebe e recruitment details react clinical trial lung cancer detection study http  www elcaminohospital org cancer center clinical trials lung cancer detection study mcclure jb ludman ej grothaus l pabiniak c richards j impact of spirometry feedback and brief motivational counseling on long term smoking outcomes a comparison of smokers with and without lung impairment patient education  counseling 2010 80 2 280 283 10 1016 j pec 2009 11 002 20434863 sanderson sk humphries se hubbart c psychological and behavioural impact of genetic testing smokers for lung cancer risk j health psychol 2010 13 4 481 494 18420756 croghan e nhs local stop smoking services services delivery and monitoring guidance 2011 12 https  www gov uk government uploads system uploads attachment data file 213755 dh 125939 pdf barnfather kd cope gf chapple il effect of incorporating a 10 minute point of care test for salivary nicotine metabolites into a general practice based smoking cessation programme randomised controlled trial bmj 2005 331 999 10 1136 bmj 38621 463900 7c 16210250 west r smoking toolkit study protocol and methods 2006 http  www smokinginengland info sts documents  st5001 moher d hopewell s schulz kf montori v gotzsche pc devereaux pj elbourne d egger m altman dg consort 2010 explanation and elaboration updated guidelines for reporting parallel group randomised trials bmj 2010 340 c869 10 1136 bmj c869 20332511 dh ipu patient confidentiality department of health confidentiality nhs code of practice 2003 http  webarchive nationalarchives gov uk 20130107105354 http  www dh gov uk prod consum dh groups dh digitalassets dh en documents digitalasset dh 4069254 pdf lee jh jones pg bybee k okeefe jh a longer course of varenicline therapy improves smoking cessation rates review prev cardiol 2008 11 4 210 214 10 1111 j 1751 7141 2008 00003 x 19476573 west r sohal t catastrophic pathways to smoking cessation findings from national survey bmj 2006 332 458 460 10 1136 bmj 38723 573866 ae 16443610 kahenda jw loomis br anhikara b marshall l a review of economic evaluations of tobacco control programs int j environ res public health 2009 6 1 51 68 19440269 sanders d fowler g mant d fuller a jones l marzillier j randomized controlled trial of anti smoking advice by nurses in general practice j r coll gen pract 1989 39 324 273 276 2556540 wennike p danielsson t bjrn b westin a tneson p smoking reduction promotes smoking cessation results from a double blind randomized placebo controlled trial of nicotine gum with 2 year follow up addiction 2003 98 10 1395 1402 10 1046 j 1360 0443 2003 00489 x 14519176 macpherson l stipelman ba duplinsky m lejuez cw distress tolerance and pre smoking treatment attrition examination of moderating relationships addict behaviour 2008 33 11 1385 1393 10 1016 j addbeh 2008 07 001 soulier parmeggiani l griscom s bongard o avvanzino r bounameaux h one year results of a smoking cessation programme journal suisse de mdecine 1999 129 10 395 398 10212973 plos one plos one plos plosone plos one 1932 6203 public library of science san francisco usa 24642707 3958375 pone d 14 01187 10 1371 journal pone 0091811 research article biology and life sciences biochemistry biomarkers medicine and health sciences diagnostic medicine gastroenterology and hepatology gastrointestinal cancers oncology basic cancer research metastasis cancers and neoplasms carcinomas adenocarcinomas colon adenocarcinoma gastrointestinal tumors pathology and laboratory medicine anatomical pathology surgical pathology molecular pathology the clinical implication of cancer associated microvasculature and fibroblast in advanced colorectal cancer patients with synchronous or metachronous metastases cancer associated microenvironment in advanced colorectal cancer kwak yoonjin 1 2 lee hee eun 1 kim woo ho 1 2 kim duck woo 3 kang sung bum 3 lee hye seung 4  1 department of pathology seoul national university hospital seoul south korea 2 department of pathology seoul national university college of medicine seoul south korea 3 department of surgery seoul national university bundang hospital seongnam si gyeonggi do south korea 4 department of pathology seoul national university bundang hospital seongnam si gyeonggi do south korea lo anthony w i,0
the risk of clinical diagnosis rates of psa screening were very low during the period of the study  metastasis and mortality by age 85 for a given psa level were calculated as described previously 10,0
these exclusion rates are consistent with a poor correspondence between split sample quality control specimens for about 10% of samples especially at low sex hormone concentrations,0
these mutations occur in major mutational hotspots 47 and are also characteristic molecular drivers for the luminal a expression subtype 6 48 of which this tumor is a member,0
implications for study design measurement and future research areas are also included,0
among them mir 21 is reported to play a role in radioresistance of cancer including glioblastoma 26 27  breast cancer 28  and rectal cancer 29,0
the findings clearly indicate that after age 40 years the incidence of breast cancer is at least two fold higher in the daughters of des exposed mothers,0
1 1department of radiology and biomedical imaging university of california san francisco ucsf  california united states 2department of pathology university of california san francisco ucsf  california united states 3department of urology university of california san francisco ucsf  california united states correspondence and reprint request prof john kurhanewicz ucsf mission bay campus byers hall room 203e 1700 4th st san francisco ca 94158 2330 tel  415 514 9711 fax  415 514 9656 22 8 2013 12 8 2013 1 2014 01 1 2015 27 1 10 1002 nbm 3007 the goal of this study was to correlate prostatic metabolite concentrations from snap frozen patient biopsies of recurrent cancer after failed radiation therapy with histopathological findings including ki 67 immunohistochemistry and pathologic grade in order to identify quantitative metabolic biomarkers that predict for residual aggressive versus indolent cancer,0
cp es and um supervised in vivo and imaging studies,0
the phrg tk vector is a synthetic reporter vector that has been designed to minimize binding sites for transcription factors,0
the patients did not undergo any treatment before the acquisition of mr images,0
background although dendritic cell dc vaccines are considered to be promising treatments for advanced cancer their production and administration is costly and labor intensive,0
follow up assessments follow up assessments take place post intervention and at three month follow up,0
patients with a prior malignancy prior radiation to the chest or other significant illnesses according to good medical practice were excluded,0
published by oxford university press on behalf of the british journal of anaesthesia,0
of the protein identified 63 proteins were found more than 1 5 or less than 1 5 fold difference in metastatic or non metastatic scc tissues compared to the adjacent normal tissues,0
results bioinformatics analysis differentiated the gene expression patterns that distinguish the heat shock response of normal cells from malignant breast cancer cells revealing that the gene expression profiles of mammary epithelial cells are completely distinct from malignant breast cancer lines following this treatment,0
methods a markov model comparing pe and as over a lifetime horizon was programmed in treeage from a german societal perspective,0
ad reic infection and reic dkk 3 protein are also known to up regulate the anti tumor immunosystem 16,0
proliferation was the strongest independent prognostic factor in this cohort of breast cancer patients,0
the beadchip covers 99% of refseq genes with an average of 17 cpg sites per gene region distributed across the promoter 5 utr first exon gene body and 3 utr,0
design and methods the study population consisted of 7 446 non hispanic black and 130 598 white participants ages 4978 at enrollment in the prostate lung colorectal and ovarian plco cancer screening trial,0
d the mirzip or mirzip 182 stably expressed h1299 cells 4 x 106 were suspended in 100 l of pbs and injected into the lateral tail vein of scid mice,0
and cd31 were regarded as ceps,0
supplementary text contains further results of testing different parameters of the global improver and tests on alzheimers disease 54  which got similar cross validation results,0
these findings are in agreement with similar results observed in ar  cells i e,0
it is noteworthy that ibuprofen eliminated this binding figure 3a  suggesting that it inhibits the expression of hsp70 via the action of hsf1,0
eur j nucl med mol imaging39 1117112722526960 36 ciuleanut stelmakhl cicenass miliauskass grigorescuac et al 2012 efficacy and safety of erlotinib versus chemotherapy in second line treatment of patients with advanced non small cell lung cancer with poor prognosis titan  a randomised multicentre open label phase 3 study,0
our data showed that crp level was associated with os css and pfs,0
the positions of the sam binding residues and the amino acids of the catalytic center showed similar arrangements in the protein structures,0
the production and purification of these two proteins was accomplished by promab biotechnologies inc at richmond ca,0
when brca1 is in absence or insufficient the balance is break down and the cells start to accumulate genomic mutations contributing to the oncogenic transformation of mammary epithelial cells,0
conclusions the expression of bancr was significantly decreased in nsclc tissues suggesting that its downregulation may be a negative prognostic factor for nsclc patients and indicative of poor survival rates and a higher risk for cancer metastasis,0
novel alterations are marked with an asterisk,0
